idproperty|province|municipality|surface|rooms|baths|property_type|property_subtype|transacion_type|price|description
rudjaacwjy|Barcelona|Mataró|400|5|4|Vivienda|Casa adosada|Sell|660000.0|A ESTRENAR. Casa VANGUARDISTA DE ALTO STANDING en Urbanización Can Quirze. Acabados de máxima calidad.  Cinco habitaciones, cuatro cuartos de baño, dos salas de estar, una de ellas con chimenea, sala polivalente, tres terrazas y porche de 30m2 a nivel de jardín. Jardín privado y zona comunitaria con piscina. Espectaculares vistas al mar desde la planta baja. Cerca de la salida de la Autopista de Maresme y Colegio Merixell.
rudjaacwjy|Barcelona|Mataró|400|5|4|Vivienda|Casa adosada|Rent|2000.0|A ESTRENAR. Casa VANGUARDISTA DE ALTO STANDING en Urbanización Can Quirze. Acabados de máxima calidad.  Cinco habitaciones, cuatro cuartos de baño, dos salas de estar, una de ellas con chimenea, sala polivalente, tres terrazas y porche de 30m2 a nivel de jardín. Jardín privado y zona comunitaria con piscina. Espectaculares vistas al mar desde la planta baja. Cerca de la salida de la Autopista de Maresme y Colegio Merixell.
emoxsehyji|Barcelona|Esparreguera|200|0|0|Vivienda|Casa-Chalet|Sell|240404.0|CASA DE 200M, 4H, 2 BAÑOS, COMEDOR CON CHIMENEA, COCINA OFICCE, PARKING PARA 2 COCHES, AACC..... 240.404€
wjnuhwezpm|Tarragona|Vila-seca|45|1|1|Vivienda|Apartamento|Sell|125000.0|VENDO APARTAMENTO. PRIMERA LINEA DE PLAYA VISTAS LATERALES AL MAR Y A LA PISCINA DESDE LA TERRAZA.SE ENCUENTRA AL LADO DE PORTAVENTURA, PORTAVENTURA GOLF, AQUOPOLIS, AQUUM BALNEARIO...SALON CON DOS SOFAS CAMAS. TELEVISION DE 21 PULGADAS CON TDT  Y USB.DORMITORIO CON CAMA DE MATRIMONIO Y ARMARIO EMPOTRADO.COCINA TOTALMENTE EQUIPADA (LAVADORA, LAVAVAJILLAS, TOSTADOR, CAFETERA, BATIDORA,,,)BAÑO COMPLETO INCLUIDO SECADOR DE PELO.HAMACAS, SOMBRILLA, VENTILADOR,...)IDEAL PARA FAMILIAS. TOLDOS NUEVOS. También permutaria por piso en Zaragoza zona centro.
wjnuhwezpm|Tarragona|Vila-seca|45|1|1|Vivienda|Apartamento|Rent|85.71428571428571|VENDO APARTAMENTO. PRIMERA LINEA DE PLAYA VISTAS LATERALES AL MAR Y A LA PISCINA DESDE LA TERRAZA.SE ENCUENTRA AL LADO DE PORTAVENTURA, PORTAVENTURA GOLF, AQUOPOLIS, AQUUM BALNEARIO...SALON CON DOS SOFAS CAMAS. TELEVISION DE 21 PULGADAS CON TDT  Y USB.DORMITORIO CON CAMA DE MATRIMONIO Y ARMARIO EMPOTRADO.COCINA TOTALMENTE EQUIPADA (LAVADORA, LAVAVAJILLAS, TOSTADOR, CAFETERA, BATIDORA,,,)BAÑO COMPLETO INCLUIDO SECADOR DE PELO.HAMACAS, SOMBRILLA, VENTILADOR,...)IDEAL PARA FAMILIAS. TOLDOS NUEVOS. También permutaria por piso en Zaragoza zona centro.
nuaqiyzqod|Lleida|Montoliu de Segarra|170|3|2|Vivienda|Casa adosada|Sell|225000.0|Casa de pueblo amueblada en Cabestany (La Segarra) 760 m. altura. Nueva, muy bonita, con acabados de primera calidad, la piscina es comunitaria. Esta cerca de: Balneario de Vallfogona (5 km.) Cervera (12 km.), Tarrega (20 Km.), Lleida (55 km.), Barcelona (100 Km.)Los muebles no están incluidos. Te la enseño sin ningun compromiso. Ver video en youtube : Cabestany La Segarra Lleida.
nuaqiyzqod|Lleida|Montoliu de Segarra|170|3|2|Vivienda|Casa adosada|Sell|225000.0|Casa de pueblo en Cabestany (La Segarra) 760 m. altura. Nueva, sin estrenar, muy bonita, con acabados de primera calidad, la piscina es comunitaria. Esta cerca de: Balneario de Vallfogona (5 km.) Cervera (12 km.), Tarrega (20 Km.), Lleida (55 km.), Barcelona (100 Km.). Si quieres comprarla la hipoteca esta al Euribor mas 0,50, ahora aprox. 0,6%.Si quieres alquilarla, te dare una opción de compra, y descontaremos del precio todo lo que hayas pagado de alquiler.Los muebles no estan incluidos,Te la enseño sin ningun compromiso. Ver video en youtube : Cabestany La Segarra Lleida.
nuaqiyzqod|Lleida|Montoliu de Segarra|170|3|2|Vivienda|Casa adosada|Rent|480.0|Casa de pueblo amueblada en Cabestany (La Segarra) 760 m. altura. Nueva, muy bonita, con acabados de primera calidad, la piscina es comunitaria. Esta cerca de: Balneario de Vallfogona (5 km.) Cervera (12 km.), Tarrega (20 Km.), Lleida (55 km.), Barcelona (100 Km.)Los muebles no están incluidos. Te la enseño sin ningun compromiso. Ver video en youtube : Cabestany La Segarra Lleida.
nuaqiyzqod|Lleida|Montoliu de Segarra|170|3|2|Vivienda|Casa adosada|Rent|480.0|Casa de pueblo en Cabestany (La Segarra) 760 m. altura. Nueva, sin estrenar, muy bonita, con acabados de primera calidad, la piscina es comunitaria. Esta cerca de: Balneario de Vallfogona (5 km.) Cervera (12 km.), Tarrega (20 Km.), Lleida (55 km.), Barcelona (100 Km.). Si quieres comprarla la hipoteca esta al Euribor mas 0,50, ahora aprox. 0,6%.Si quieres alquilarla, te dare una opción de compra, y descontaremos del precio todo lo que hayas pagado de alquiler.Los muebles no estan incluidos,Te la enseño sin ningun compromiso. Ver video en youtube : Cabestany La Segarra Lleida.
nuaqiyzqod|Lleida|Montoliu de Segarra|170|3|2|Vivienda|Casa adosada|Added in Olap|480.0|Casa de pueblo amueblada en Cabestany (La Segarra) 760 m. altura. Nueva, muy bonita, con acabados de primera calidad, la piscina es comunitaria. Esta cerca de: Balneario de Vallfogona (5 km.) Cervera (12 km.), Tarrega (20 Km.), Lleida (55 km.), Barcelona (100 Km.)Los muebles no están incluidos. Te la enseño sin ningun compromiso. Ver video en youtube : Cabestany La Segarra Lleida.
nuaqiyzqod|Lleida|Montoliu de Segarra|170|3|2|Vivienda|Casa adosada|Added in Olap|480.0|Casa de pueblo en Cabestany (La Segarra) 760 m. altura. Nueva, sin estrenar, muy bonita, con acabados de primera calidad, la piscina es comunitaria. Esta cerca de: Balneario de Vallfogona (5 km.) Cervera (12 km.), Tarrega (20 Km.), Lleida (55 km.), Barcelona (100 Km.). Si quieres comprarla la hipoteca esta al Euribor mas 0,50, ahora aprox. 0,6%.Si quieres alquilarla, te dare una opción de compra, y descontaremos del precio todo lo que hayas pagado de alquiler.Los muebles no estan incluidos,Te la enseño sin ningun compromiso. Ver video en youtube : Cabestany La Segarra Lleida.
bqoocurdcq|Tarragona|Calafell|65|3|1|Vivienda|Piso|Sell|115000.0|Impecable y negociable! A 5 min de RENFE y a 10 de la playa. Comunidad sin conflictos. Rejas, mosquiteras, calefección de gas y aire acondicionado....todos los detalles. Hablemos!!
jyhafzwtdr|Girona|Porqueres|600|9|6|Vivienda|Finca rústica|Sell|600000.0|venta o alquiler con opcion a compra dispone de todos los permisos para hotelito de montaña  tirismo rural, centros de accio educativa ,de residencia....
jyhafzwtdr|Girona|Porqueres|600|9|6|Vivienda|Finca rústica|Rent|1800.0|venta o alquiler con opcion a compra dispone de todos los permisos para hotelito de montaña  tirismo rural, centros de accio educativa ,de residencia....
jyhafzwtdr|Girona|Porqueres|600|9|6|Vivienda|Finca rústica|Added in Olap|0.0|venta o alquiler con opcion a compra dispone de todos los permisos para hotelito de montaña  tirismo rural, centros de accio educativa ,de residencia....
ikrhxifzkr|Tarragona|Salou|130|4|2|Vivienda|Piso|Sell|230000.0|Espectacular piso de 130 m2  terraza de 30 m2 . En la mejor zona de Salou, muy céntrico y en una zona tranquila de parques. Tiene cuatro dormitorios con armarios empotrados, salón-comedor de 30 m2, 2 baños, cocina independiente ,  lavadero cerrado , calefacción, aire acondicionado bonba de frio y calor, suelo de parket,toldo automatico, mosquiteras en ventanas,portero automaticio, ascensor, piscina y zona verde comunitaria.  parking
dffpuqyoch|Lleida|Alt Àneu|78|2|2|Vivienda|Casa adosada|Sell|119000.0|Casa un muy buen estado.Precioso pueblo rural llamado Boren,situado a 10min. de la estacion Baqueira -Beret,20min. de Espot-esqui (St-Maurici y aiguestortes) y40min. de Port-aine.El pueblo esta rodeado de  rio, lago y bosque.Esta ameblada,vitroceramica,calefacciones de bajo consumo...Tiene un altillo de 30m. con velux grande y vistas que no entran en los metros contruidos, son aparte de los 78m.Bajo: cocina americana,salon con chimenea,trastero y baño 1ªPlanta:2 habitaciones y baño2ªPlanta:buhardilla
yzzrvelhxs|Tarragona|Deltebre|135|4|2|Vivienda|Dúplex|Sell|110000.0|De particular;  amueblado, listo para entrar a vivir; junto al río Ebro y las playas del delta.
gnypbmnfch|Lleida|La Torre de Cabdella|70|2|1|Vivienda|Piso|Sell|100000.0| 
gnypbmnfch|Lleida|La Torre de Cabdella|70|2|1|Vivienda|Piso|Rent|300.0| 
gnypbmnfch|Lleida|La Torre de Cabdella|70|2|1|Vivienda|Piso|Rent|10.0| 
aitfhvskda|Tarragona|Sant Carles de la Ràpita|110|3|2|Vivienda|Dúplex|Sell|195000.0|Se vende ático duplex en muy buenas condiciones.La vivienda está formada por 3 habitaciones, 2 baños, cocina comedor, balcón y dos terrazas privadas.La finca dispone de parking.
qogzdagiwp|Barcelona|L'Esquirol|71|3|1|Vivienda|Piso|Rent|400.0|Piso de 71 metros cuadrados, consta de tres habitaciones, comedor, cocina y baño con banera. Equipado con calefacción central. Piso todo exterior, muy soleado y en el centro del pueblo.
qogzdagiwp|Barcelona|L'Esquirol|71|3|1|Vivienda|Piso|Added in Olap|300.0|Piso de 71 metros cuadrados, consta de tres habitaciones, comedor, cocina y baño con banera. Equipado con calefacción central. Piso todo exterior, muy soleado y en el centro del pueblo.
sftzebccvt|Lleida|Guimerà|130|4|2|Vivienda|Casa-Chalet|Sell|115000.0|Casa en pueblo medieval,en la plaza mayor de GUIMERA,pueblo de interes turistico.casa totalmente equipada para vivir o segunda residencia,decorada con mimomobiliario nuevo ( 2 años ) algunas estancias son de piedra.
cbzylathdl|Barcelona|Vilanova i la Geltrú|165|4|2|Vivienda|Piso|Sell|275000.0|Impresionante piso muy céntrico y amplio. A escasos minutos de la estación de tren y de autobús, mercado municipal, principales avenidas comerciales, ayuntamiento,colegios,y otros servícios. Ubicado en una finca catalogada con tan sólo 2 vecinos en la comunidad. Cuenta con un gran salón comedor y recibidor, ambos con suelos de mármol, gran cocina,3 habitaciones dobles y una preciosa suite, dos lavabos, dos terracitas privadas, dos balcones y acceso a una amplia terraza comunitaria con trastero. Tiene calefacción de gas y aire acondicionado recién instalado. Anímate a verlo! Te encantará.
timfqdakkd|Barcelona|Moià|481|5|5|Vivienda|Casa-Chalet|Sell|721000.0|"DISEÑO + CALIDAD en una casa aislada, en zona muy céntrica y tranquila, a un precio mucho más que razonable; atractivos espacios interiores y exteriores para vivir cómodamente muy cerca de Barcelona.Próxima a la escuela.Distribución óptima; espacios acogedores. Perfecta orientación y asoleo; grandes ventanales; todas las piezas de la vivienda tienen salida directa al exterior;máxima luminosidad y asoleo interior; control mediante persianas orientables.Excepcionales vistas sobre la """"plana del moianès"""".Ascensor interior; calefaccíón (posible refrigeración) por suelo radiante; tv; tfno; portero electrónico; cocina de inducción, campana extractora y horno; luminarias interiores y exteriores ya instaladas; riego por aspersión en jardín.Pavimentos, interiores y exteriores, y alicatados, de gres porcelánico; biblioteca en parquet.Techos de vigas de madera.Superficies útiles en m2--sala: 36; cocina: 14; estudio/invitados: 19; biblioteca: 20; """"suite"""": 22; habitaciones: 4 dobles más; baños: 5 en total; sala polivalente: 48; almacén: 19; garage: 58 Total superficie útil: 399 m2.Total superficie de jardín: 238 m2.Total superficie construída: 481 m2.  Un microcosmos sugerente, para vivir y disfrutar.*Posibilidad de ALQUILER CON OPCIÓN DE COMPRA."
timfqdakkd|Barcelona|Moià|481|5|5|Vivienda|Casa-Chalet|Rent|0.0|"DISEÑO + CALIDAD en una casa aislada, en zona muy céntrica y tranquila, a un precio mucho más que razonable; atractivos espacios interiores y exteriores para vivir cómodamente muy cerca de Barcelona.Próxima a la escuela.Distribución óptima; espacios acogedores. Perfecta orientación y asoleo; grandes ventanales; todas las piezas de la vivienda tienen salida directa al exterior;máxima luminosidad y asoleo interior; control mediante persianas orientables.Excepcionales vistas sobre la """"plana del moianès"""".Ascensor interior; calefaccíón (posible refrigeración) por suelo radiante; tv; tfno; portero electrónico; cocina de inducción, campana extractora y horno; luminarias interiores y exteriores ya instaladas; riego por aspersión en jardín.Pavimentos, interiores y exteriores, y alicatados, de gres porcelánico; biblioteca en parquet.Techos de vigas de madera.Superficies útiles en m2--sala: 36; cocina: 14; estudio/invitados: 19; biblioteca: 20; """"suite"""": 22; habitaciones: 4 dobles más; baños: 5 en total; sala polivalente: 48; almacén: 19; garage: 58 Total superficie útil: 399 m2.Total superficie de jardín: 238 m2.Total superficie construída: 481 m2.  Un microcosmos sugerente, para vivir y disfrutar.*Posibilidad de ALQUILER CON OPCIÓN DE COMPRA."
urdnemmtms|Barcelona|Sitges|300|7|7|Vivienda|Casa-Chalet|Sell|1150000.0|DIRECTO DEL PROPIETARIO, SIN COMISIONES.    Casa de dos pisos con seis dormitorios dobles y un estudio, todos con baño privado. (En suite, total siete) más buhardilla, garaje, sala de estar, cocina y jardín de invierno.  Situado en el centro de Sitges, a pocos minutos andando de las tiendas, restaurantes, bares, playa, campo de golf, estación de tren y de autobuses, etc La mejor opción para las familias numerosas ya que las habitaciones tienen baño privado. O para alguien que quiera tener esta casa como una casa de huéspedes o alquiler de vacaciones. La casa tiene un gran potencial de alquiler durante todo el año debido a su ubicación central y sólo 3 manzanas de la playa. Jardín privado, la superficie total de 400m2 que incluye la villa (252m2 distribuidos en dos plantas) La casa cuenta con varios terrazas y patio, sólo 1.300.000 € EUR.  - -    Two floor house with seven bedrooms, all rooms with private bath.(en suite) plus loft, garage, living room, kitchen and conservatory. Situated in the center of Sitges, few minutes walk to the shops, restaurants, bars, beach, golf course, trainbus station etc. Best choice for larger families as all rooms have private bathrooms. Or for someone who wants to run this house as a guesthouse or holiday let business. The house has great all year round rental potential because of itapos;s central location and only 3 blocks from the beach. Private garden, total land area of 400m2 which includes the villa (252m2 distributed over two floors) The house has several patios and terraces, central heating, Garage. Satellite TV and WiFi internet access. Reduced price for quick sale, only 1,300,000€UR. DIRECT FROM OWNER, NO COMISSIONS
urdnemmtms|Barcelona|Sitges|300|7|7|Vivienda|Casa-Chalet|Rent|5000.0|DIRECTO DEL PROPIETARIO, SIN COMISIONES.    Casa de dos pisos con seis dormitorios dobles y un estudio, todos con baño privado. (En suite, total siete) más buhardilla, garaje, sala de estar, cocina y jardín de invierno.  Situado en el centro de Sitges, a pocos minutos andando de las tiendas, restaurantes, bares, playa, campo de golf, estación de tren y de autobuses, etc La mejor opción para las familias numerosas ya que las habitaciones tienen baño privado. O para alguien que quiera tener esta casa como una casa de huéspedes o alquiler de vacaciones. La casa tiene un gran potencial de alquiler durante todo el año debido a su ubicación central y sólo 3 manzanas de la playa. Jardín privado, la superficie total de 400m2 que incluye la villa (252m2 distribuidos en dos plantas) La casa cuenta con varios terrazas y patio, sólo 1.300.000 € EUR.  - -    Two floor house with seven bedrooms, all rooms with private bath.(en suite) plus loft, garage, living room, kitchen and conservatory. Situated in the center of Sitges, few minutes walk to the shops, restaurants, bars, beach, golf course, trainbus station etc. Best choice for larger families as all rooms have private bathrooms. Or for someone who wants to run this house as a guesthouse or holiday let business. The house has great all year round rental potential because of itapos;s central location and only 3 blocks from the beach. Private garden, total land area of 400m2 which includes the villa (252m2 distributed over two floors) The house has several patios and terraces, central heating, Garage. Satellite TV and WiFi internet access. Reduced price for quick sale, only 1,300,000€UR. DIRECT FROM OWNER, NO COMISSIONS
huzqnqdvma|Tarragona|Alcanar|240|5|2|Vivienda|Casa-Chalet|Sell|85000.0|estupenda casa en el centro de Alcanar, cerca de todos los servicios. 240 m repartidos en 4 plantas, 5 habitaciones, cocina equipada, 2 baños completos, gran terraza y muy soleada.
jzlakyfodg|Tarragona|Salou|70|2|2|Vivienda|Dúplex|Sell|145000.0|Atico-Duplex 2hb, con PK grande, OPCIONAL  ( Valor = 15.000€ ) Muy centrico y confortable. Totalmente equipado:  AA friocalor, recien instalado.   TV-32, Equipo de música, nevera y lavadora nuevas. Muebles modernos, cortinas, lamparas, decoración, etc.         ( VALOR = 15.000€ ) Piso inferior (6º)= recibidor, lavabo-aseo, 1hb, comedor-cocina office y terraza con toldo. Piso superior(7º)= 1 hb con armario empotrado revestido de madera. Baño completo, gran terraza solarium con toldo y muebles terraza. Todos los servicios municipales al lado: Auditorio, Pavellón deportivo, Centro Social, Piscina... !!! RENOVADO Y PINTADO TOTALMENTE (Gasto total 6.000€)  RESULTADO =  COMO SI SE ESTRENARA DE NUEVO. !! Abstenerse intermediarios !!
jzlakyfodg|Tarragona|Salou|70|2|2|Vivienda|Dúplex|Rent|600.0|Atico-Duplex 2hb, con PK grande, OPCIONAL  ( Valor = 15.000€ ) Muy centrico y confortable. Totalmente equipado:  AA friocalor, recien instalado.   TV-32, Equipo de música, nevera y lavadora nuevas. Muebles modernos, cortinas, lamparas, decoración, etc.         ( VALOR = 15.000€ ) Piso inferior (6º)= recibidor, lavabo-aseo, 1hb, comedor-cocina office y terraza con toldo. Piso superior(7º)= 1 hb con armario empotrado revestido de madera. Baño completo, gran terraza solarium con toldo y muebles terraza. Todos los servicios municipales al lado: Auditorio, Pavellón deportivo, Centro Social, Piscina... !!! RENOVADO Y PINTADO TOTALMENTE (Gasto total 6.000€)  RESULTADO =  COMO SI SE ESTRENARA DE NUEVO. !! Abstenerse intermediarios !!
jzlakyfodg|Tarragona|Salou|70|2|2|Vivienda|Dúplex|Rent|71.4285714285714|Atico-Duplex 2hb, con PK grande, OPCIONAL  ( Valor = 15.000€ ) Muy centrico y confortable. Totalmente equipado:  AA friocalor, recien instalado.   TV-32, Equipo de música, nevera y lavadora nuevas. Muebles modernos, cortinas, lamparas, decoración, etc.         ( VALOR = 15.000€ ) Piso inferior (6º)= recibidor, lavabo-aseo, 1hb, comedor-cocina office y terraza con toldo. Piso superior(7º)= 1 hb con armario empotrado revestido de madera. Baño completo, gran terraza solarium con toldo y muebles terraza. Todos los servicios municipales al lado: Auditorio, Pavellón deportivo, Centro Social, Piscina... !!! RENOVADO Y PINTADO TOTALMENTE (Gasto total 6.000€)  RESULTADO =  COMO SI SE ESTRENARA DE NUEVO. !! Abstenerse intermediarios !!
bvppjvezpy|Barcelona|Abrera|220|4|3|Vivienda|Casa adosada|Sell|350000.0|PRECIOSA CASA APAREADA EN EL CENTRO DE LA POBLACION EN LA VINYA. CERCA DE TODOS LOS SERVICIOS. MUY LUMINOSA, SOL TODO EL DIA.GARAJE INDEPENDIENTE DE 55 M, CON ZONA PARA LAVADORA SECADORA.PRIMERA PLANTA ACCESO CALLE, DE 65 M. CON COCINA, BAÑO Y COMEDOR DE 22 M.SEGUNDA PLANTA CON HABITACION SUITE DE 18 M., Y DOS HABITACIONES MAS.PLANTA ALTA CON BUHARDILLA DE 50 M. Y SOLARIUM.ACCESO DELANTERO DE 8 M., Y JARDIN POSTERIOR DE 80 M.NO EXISTE OTRA IGUAL ACTUALMENTE, POR CENTRICA Y LUMINOSA.
xzqzsyuyxp|Girona|Riudarenes|240|5|3|Vivienda|Casa-Chalet|Sell|300000.0|Alondra 15 can fornaca. preciosa casa con 9 habitaciones , 2 baños y un tercero sin hacer todo esto en tres plantas de 80m cada una. gran garaje de 8, 5 X 9, 5 m otro garaje mas pequeño con fosa para mecanico. gran jardin con piscina de 4X8m. bonita barbacoa de obra aconpañada de fuente, pequeño cuarto para lavadora, deposito de obra subterranio de 5X10X2m para recoger las aguas fluviales, gran zona para huertos y barraca para pequeños animales. todo esto en parcela de palmos. en urbanizacion con todos los servicios
ifaieymbkw|Barcelona|Torrelles de Llobregat|320|5|3|Vivienda|Casa-Chalet|Sell|625000.0|"EXCELENTE Y ÚNICA CASA DE 320 M2 ÚTILES EN EL CENTRO HISTÓRICO DE TORRELLES DE LLOBREGAT EN CALLE SIN TRÁFICO, MUY SILENCIOSA Y SOL TODO EL DIA, SITUADA AL LADO DE COMERCIOS Y DEL """"PARC DE CAN SOSTRES"""".A 20 MINUTOS DE BARCELONA (FRANCESC MACIÁ) POR AUTOPISTAS SIN PEAJE.SE COMPONE DE 5 DORMITORIOS (2 DE ELLOS EN PLANTA BAJA), COMEDOR CON CHIMENEA-HOGAR Y COCINA PROVENZAL NUEVA, AMBOS CON SALIDA AL JARDÍN, 3 BAÑOS COMPLETOS, BUHARDILLA DIÁFANA DE 45 M2 CON TECHOS DE MADERA CON AISLAMIENTO TÉRMICO Y ACÚSTICO Y CHIMENEA DE OBRA, PUERTAS Y VIDRIERAS MACIZAS DE ROBLE CON CRISTALES BISELADOS, CARPINTERÍA EXTERIOR DE ALUMINIO LACADO CON CRISTALES CLIMALIT BLINDADOS, CALEFACCIÓN Y AIRE ACONDICIONADO, 2 TERRAZAS DE 15+25 M2, PORCHE Y JARDÍN DE 100 M2 CON PISCINA DE 7X3,5M, GARAGE PARA 4 COCHES, QUADS Y MOTOS CON PUERTAS MOTORIZADAS ACCIONADAS POR MANDO A DISTANCIA, TRASTERO Y CUARTO DE MÁQUINAS.AHORA CON UNA REDUCCIÓN DEL 40% EN EL PRECIO DE VENTA Y TAMBIÉN CON LA POSIBILIDAD DE """"ALQUILER CON OPCIÓN A COMPRA"""".NO DEJAR E-MAIL´S; SÓLO ATIENDO AL TEL.: *** GRACIAS."
jwzbarycgn|Lleida|Esterri d'Àneu|85|3|2|Vivienda|Piso|Sell|115000.0|PARTICULAR VENDE PISO GRANDE, 3HAB. COMEDOR, COCINA, 2 BAÑOS, GRAN TERRAZA. VISTAS  DESPEJADAS, ASCENSOR, PARKING. A 15MIN. DE BAQUEIRA. JUNTO A TIENDAS, BANCOS, BARES
fledpytnnd|Barcelona|Fogars de la Selva|376|3|2|Vivienda|Casa-Chalet|Sell|280000.0|180 m2 X 3.50 DE ALTURA EN LA ZONA DE GARAJE...UNOS 140 m2 DE VIVIENDA Y 45 DE PORCHES MAS 11 EN LA ZONA DE LA PISCINA
cvclddliom|Barcelona|El Papiol|450|4|5|Vivienda|Casa-Chalet|Sell|750000.0|estupenda casa de diseño moderno y comoda, con grandes superficies acristaladas y vistas a un entorno natural del parque de cosserola, y perfectamente comunicada por autovia con  el centro de barcelona en menos de 10 minutos .Cabe destacar que la vivienda  esta en un 90% de  su construccion y faltan algunos acabados interiores, con lo que la persona interesada, podria elegir algunos acabados. los precios de la vivienda estan aztualizados, y la casa se vende por motivos de traslado en el trabajo. Tienes que visitarla, seguro que es lo que buscas. La casa esta dotada de unos acabados de primer orden, y cuenta con suelo radiante, chimenea, y aluminio de primera calidad de la casa tecnhal, gres de maxima calidad, asi como terrazas tarimadas en ipe. tienes que verla!º
tumxkegxiz|Girona|Roses|50|1|1|Vivienda|Apartamento|Sell|95000.0|10 m2 terraza cerrada.
vhmykxafzz|Girona|Cassà de la Selva|109|3|2|Vivienda|Piso|Sell|170000.0|Piso semi nuevo muy soleado en zona tranquila de Cassà. Dispone de 3 habitaciones, 2 baños, un salon-comedor amplio, 2 terrazas, cocina, trastero y parking comunitarios. Muebles hechos a medida. Acabados de calidad. Escalera de 5 viviendas. Opcional adquirir el piso amueblado, y con 1 o 2 parkings con trastero. Situado a 15 min de Girona, 20 min de la costa brava y a 10 min del aeropuerto.
vhmykxafzz|Girona|Cassà de la Selva|109|3|2|Vivienda|Piso|Rent|500.0|Piso semi nuevo muy soleado en zona tranquila de Cassà. Dispone de 3 habitaciones, 2 baños, un salon-comedor amplio, 2 terrazas, cocina, trastero y parking comunitarios. Muebles hechos a medida. Acabados de calidad. Escalera de 5 viviendas. Opcional adquirir el piso amueblado, y con 1 o 2 parkings con trastero. Situado a 15 min de Girona, 20 min de la costa brava y a 10 min del aeropuerto.
ftpvyudfqv|Girona|Alp|97|3|2|Vivienda|Apartamento|Sell|250000.0|Situado a 5 minutos reales (a pié) de pistas de esquí y club deportivo en verano y del centro comercial.Pulido y barnizado este año el parquet Chimeneahogar nueva, tipo insert, mayor confort, mas calor menor consumo
njdksaltuj|Lleida|Sarroca de Bellera|80|3|1|Vivienda|Piso|Sell|85000.0|El piso se encuentra en una acojedora zona residencial (XERALLO) situada entre Senterada y el Pont de Suert. Tiene un guarda que controla la zona de dicha zona residencial dando seguridad a sus propietarios cuando el inmueble esté vacío. El piso consta de un comedor con fuego a tierra y el techo con vigas de madera imitando a un tejado de una casa. A pocos metros podemos disfrutar de un ámplio parque, rodeado de un río, para niños y para practicar baloncesto o bien tenis.En el precio del piso se incluye un trastero de 20 m2 abuhardillado.
qbvsuhjyyx|Lleida|Artesa de Segre|345|5|2|Vivienda|Casa-Chalet|Sell|248000.0|Casa señorial de pueblo del .Construida en piedra.Restaurada,conservando valiosos detalles historicos de la casa.Techos abovedados con vigas de madera,bodega original con boveda de cañon,sala de estar con vistas panoramicas a la montaña,fuego a tierra,baño,aseo,garage.Para vivir todo el año.Situada en una de las zonas mas pintorescas del Prepirineo de la Noguera.Accesos rapidos y bien comunicada con otras poblaciones.La casa consta de 345m2  60m2 de patio.
qbvsuhjyyx|Lleida|Artesa de Segre|345|5|2|Vivienda|Casa-Chalet|Rent|625.0|Casa señorial de pueblo del .Construida en piedra.Restaurada,conservando valiosos detalles historicos de la casa.Techos abovedados con vigas de madera,bodega original con boveda de cañon,sala de estar con vistas panoramicas a la montaña,fuego a tierra,baño,aseo,garage.Para vivir todo el año.Situada en una de las zonas mas pintorescas del Prepirineo de la Noguera.Accesos rapidos y bien comunicada con otras poblaciones.La casa consta de 345m2  60m2 de patio.
asnvfuwtaa|Tarragona|Calafell|220|4|3|Vivienda|Casa-Chalet|Sell|200000.0| 
asnvfuwtaa|Tarragona|Calafell|220|4|3|Vivienda|Casa-Chalet|Rent|0.0| 
figvxeurcr|Barcelona|Piera|80|3|1|Vivienda|Casa-Chalet|Sell|160000.0|Ideal inversores,personas mayores o con movilidad reducida y familias con niños,olvídese del vecino de arriba,del vecino de abajo,de depender de un vehículo para todo,de casas edificadas en pendientes y zonas aisladas faltas de servicios....casa en el pueblo,80m2 construidos,en parcela de 355m2 llana,porche de 16m2.Totalmente reformada,cocina,baño,suelo de gres,puertas interiores nuevas,gas natural,ventanas climalit,muros colindantes y de fachada nuevos,fachada exterior de monocapa y granito nueva(de junio de ).todos los servicios,Escuelas,Nuevo CAP,FFCC,supermercados...etc..inmejorable situación.
rdjrqibnkq|Barcelona|Terrassa|125|4|3|Vivienda|Piso|Sell|219500.0|4 habitaciones, 3 baños, cocina (independiente) con horno y campana extractor, suelos (cerámica), carpintería exterior (aluminio), calefacción, portero automático, acceso para discapacidades.
rdjrqibnkq|Barcelona|Terrassa|125|4|3|Vivienda|Piso|Rent|600.0|4 habitaciones, 3 baños, cocina (independiente) con horno y campana extractor, suelos (cerámica), carpintería exterior (aluminio), calefacción, portero automático, acceso para discapacidades.
jzkqxbdpis|Barcelona|Santa Susanna|150|4|2|Vivienda|Casa-Chalet|Sell|249000.0|Casa unifamiliar a cuatro vientos situada a 1,5 kilómetros de la playa y centro del pueblo. Luminosa y muy soleada, parcela de 600m2 totalmente llana y construida en una sola planta. Comedor a dos alturas con chimenea, 4 dormitorios dobles con armarios empotrados, 2 baños, parking para dos coches, jardín y zona de barbacoa. Habitación en sótano para uso de bodega, habitación exterior acristalada de 40m2, cocina equipada con salida a la zona de barbacoa, calefacción de gas-oil, lista para entrar a vivir.
